UT,MJD,corrMMJD,rAU,dAU,aPh,Mag,corrm,sigma,Filt,flag
2017-10-27T12:24:14,58053.517,53.516,1.42,0.48,22.488,22.69386213,22.91,0.1147,r,GN3r
2017-10-27T12:25:21,58053.518,53.517,1.42,0.48,22.488,22.76225137,22.978,0.1197,r,GN3r
2017-10-27T12:26:27,58053.518,53.518,1.42,0.48,22.488,22.86068491,23.076,0.1312,r,GN3r
2017-10-27T12:27:33,58053.519,53.519,1.42,0.48,22.488,22.97524126,23.191,0.1507,r,GN3r
2017-10-27T12:28:38,58053.52,53.519,1.42,0.48,22.488,22.79218899,23.008,0.1211,r,GN3r
2017-10-27T12:29:44,58053.521,53.52,1.42,0.48,22.488,23.12614127,23.342,0.1723,r,GN3r
2017-10-27T12:30:50,58053.521,53.521,1.42,0.48,22.488,23.02348654,23.239,0.1503,r,GN3r
2017-10-27T12:31:57,58053.522,53.522,1.42,0.48,22.488,23.03399149,23.25,0.1558,r,GN3r
2017-10-27T12:33:03,58053.523,53.522,1.42,0.48,22.488,23.06627004,23.282,0.1684,r,GN3r
2017-10-27T12:34:09,58053.524,53.523,1.42,0.48,22.488,23.25450718,23.47,0.2006,r,GN3r
2017-10-27T12:35:14,58053.524,53.524,1.42,0.48,22.488,23.37758157,23.593,0.2145,r,GN3r
2017-10-27T12:36:19,58053.525,53.525,1.42,0.48,22.488,23.31846433,23.534,0.214,r,GN3r
2017-10-27T12:37:25,58053.526,53.526,1.42,0.48,22.488,23.12609022,23.342,0.1802,r,GN3r
2017-10-27T12:38:30,58053.527,53.526,1.42,0.48,22.488,23.26343496,23.479,0.206,r,GN3r
2017-10-27T12:39:35,58053.527,53.527,1.42,0.48,22.488,23.13152641,23.347,0.1783,r,GN3r
2017-10-27T12:40:40,58053.528,53.528,1.42,0.48,22.488,23.39490906,23.611,0.2171,r,GN3r
2017-10-27T12:41:45,58053.529,53.529,1.42,0.48,22.488,23.69010682,23.906,0.3129,r,GN3r
2017-10-27T12:42:49,58053.53,53.529,1.42,0.48,22.488,23.72524438,23.941,0.3244,r,GN3r
2017-10-27T12:43:54,58053.53,53.53,1.42,0.48,22.488,23.26070444,23.476,0.2315,r,GN3r
2017-10-27T12:45:01,58053.531,53.531,1.42,0.48,22.488,24.03200945,24.248,0.4237,r,GN3r
2017-10-27T12:46:07,58053.532,53.532,1.42,0.48,22.488,23.95294875,24.169,0.4225,r,GN3r
2017-10-28T02:14:55,58054.094,54.093,1.434,0.5,23.055,22.19,22.258,0.14,R,Wy1R
2017-10-28T02:20:41,58054.098,54.097,1.434,0.5,23.055,22.4,22.468,0.16,R,Wy1R
2017-10-28T02:26:18,58054.102,54.101,1.434,0.5,23.055,22.3,22.368,0.14,R,Wy1R
2017-10-28T02:31:55,58054.105,54.105,1.434,0.5,23.055,22.56,22.628,0.17,R,Wy1R
2017-10-28T02:37:32,58054.109,54.109,1.434,0.5,23.055,22.6,22.668,0.17,R,Wy1R
2017-10-28T02:43:09,58054.113,54.113,1.434,0.5,23.055,23.07,23.138,0.27,R,Wy1R
2017-10-28T02:48:46,58054.117,54.117,1.434,0.5,23.055,22.81,22.878,0.22,R,Wy1R
2017-10-28T02:54:23,58054.121,54.121,1.434,0.5,23.055,23.43,23.498,0.37,R,Wy1R
2017-10-28T03:28:04,58054.145,54.144,1.435,0.501,23.095,23.63,23.689,0.41,R,Wy1R
2017-10-28T04:35:36,58054.191,54.191,1.436,0.503,23.134,22.93,22.979,0.23,R,Wy1R
2017-10-28T04:46:50,58054.199,54.199,1.436,0.503,23.134,23.05,23.099,0.28,R,Wy1R
2017-10-28T04:58:04,58054.207,54.206,1.436,0.503,23.134,22.46,22.509,0.15,R,Wy1R
2017-10-28T05:03:41,58054.211,54.21,1.437,0.504,23.172,22.73,22.77,0.19,R,Wy1R
2017-10-28T05:09:18,58054.215,54.214,1.437,0.504,23.172,22.11,22.15,0.11,R,Wy1R
2017-10-28T05:14:55,58054.219,54.218,1.437,0.504,23.172,22.19,22.23,0.12,R,Wy1R
2017-10-28T05:52:39,58054.245,54.244,1.437,0.504,23.172,21.9878914,22.045,0.0589,r,GN4r
2017-10-28T05:53:45,58054.246,54.245,1.437,0.504,23.172,22.00252078,22.059,0.0585,r,GN4r
2017-10-28T05:54:50,58054.246,54.246,1.437,0.504,23.172,22.01004065,22.067,0.0601,r,GN4r
2017-10-28T05:55:54,58054.247,54.247,1.437,0.504,23.172,21.93556161,21.992,0.0517,r,GN4r
2017-10-28T05:56:59,58054.248,54.247,1.437,0.504,23.172,21.99937206,22.056,0.0547,r,GN4r
2017-10-28T05:58:04,58054.249,54.248,1.437,0.504,23.172,21.93798024,21.995,0.0518,r,GN4r
2017-10-28T05:59:09,58054.249,54.249,1.437,0.504,23.172,22.00558323,22.062,0.055,r,GN4r
2017-10-28T06:00:14,58054.25,54.25,1.437,0.504,23.172,22.04458604,22.101,0.0574,r,GN4r
2017-10-28T06:01:19,58054.251,54.25,1.438,0.506,23.21,21.95777993,22.006,0.0538,r,GN4r
2017-10-28T06:08:48,58054.256,54.255,1.438,0.506,23.21,22.23711821,22.285,0.069,r,GN4r
2017-10-28T06:09:54,58054.257,54.256,1.438,0.506,23.21,22.14258589,22.19,0.062,r,GN4r
2017-10-28T06:17:12,58054.262,54.261,1.438,0.506,23.21,22.12737534,22.175,0.0651,r,GN4r
2017-10-28T06:18:17,58054.263,54.262,1.438,0.506,23.21,22.25460931,22.302,0.0654,r,GN4r
2017-10-28T06:20:28,58054.264,54.264,1.438,0.506,23.21,22.15677515,22.205,0.0626,r,GN4r
2017-10-28T06:21:34,58054.265,54.264,1.438,0.506,23.21,22.24980343,22.298,0.0697,r,GN4r
2017-10-28T06:22:27,58054.266,54.265,1.438,0.506,23.21,22.69,22.721,0.22,R,Wy1R
2017-10-28T06:22:39,58054.266,54.265,1.438,0.506,23.21,22.03182379,22.08,0.0548,r,GN4r
2017-10-28T06:23:45,58054.266,54.266,1.438,0.506,23.21,22.14364938,22.191,0.0619,r,GN4r
2017-10-28T06:24:50,58054.267,54.267,1.438,0.506,23.21,22.0323629,22.08,0.0548,r,GN4r
2017-10-28T06:25:54,58054.268,54.267,1.438,0.506,23.21,22.28607372,22.334,0.0703,r,GN4r
2017-10-28T06:26:59,58054.269,54.268,1.438,0.506,23.21,22.07628034,22.124,0.0582,r,GN4r
2017-10-28T06:28:04,58054.27,54.269,1.438,0.506,23.21,22.68,22.711,0.19,R,Wy1R
2017-10-28T06:28:05,58054.27,54.269,1.438,0.506,23.21,22.05658963,22.104,0.0547,r,GN4r
2017-10-28T06:29:09,58054.27,54.27,1.438,0.506,23.21,22.0920891,22.14,0.0565,r,GN4r
2017-10-28T06:30:14,58054.271,54.27,1.438,0.506,23.21,22.25008668,22.298,0.068,r,GN4r
2017-10-28T06:31:19,58054.272,54.271,1.438,0.506,23.21,22.20298038,22.251,0.0666,r,GN4r
2017-10-28T06:32:24,58054.272,54.272,1.438,0.506,23.21,22.24147415,22.289,0.0665,r,GN4r
2017-10-28T06:33:30,58054.273,54.273,1.438,0.506,23.21,22.1930641,22.241,0.0631,r,GN4r
2017-10-28T06:33:41,58054.273,54.273,1.438,0.506,23.21,22.9,22.931,0.24,R,Wy1R
2017-10-28T06:34:35,58054.274,54.273,1.438,0.506,23.21,22.42194885,22.47,0.0775,r,GN4r
2017-10-28T06:35:39,58054.275,54.274,1.438,0.506,23.21,22.32622945,22.374,0.0711,r,GN4r
2017-10-28T06:37:51,58054.276,54.276,1.438,0.506,23.21,22.38828944,22.436,0.0786,r,GN4r
2017-10-28T06:38:55,58054.277,54.276,1.438,0.506,23.21,22.47106182,22.519,0.0817,r,GN4r
2017-10-28T06:40:00,58054.278,54.277,1.438,0.506,23.21,22.49973013,22.547,0.0868,r,GN4r
2017-10-28T06:41:06,58054.279,54.278,1.438,0.506,23.21,22.7106011,22.758,0.1004,r,GN4r
2017-10-28T06:42:12,58054.279,54.279,1.438,0.506,23.21,22.79536632,22.843,0.1059,r,GN4r
2017-10-28T06:43:17,58054.28,54.279,1.438,0.506,23.21,22.65192623,22.7,0.0909,r,GN4r
2017-10-28T06:44:21,58054.281,54.28,1.438,0.506,23.21,22.77398219,22.822,0.1039,r,GN4r
2017-10-28T06:45:28,58054.282,54.281,1.438,0.506,23.21,22.85594282,22.904,0.1145,r,GN4r
2017-10-28T06:46:32,58054.282,54.282,1.438,0.506,23.21,22.90409277,22.952,0.1196,r,GN4r
2017-10-28T06:47:37,58054.283,54.282,1.438,0.506,23.21,22.75374126,22.801,0.102,r,GN4r
2017-10-28T06:48:42,58054.284,54.283,1.438,0.506,23.21,22.65068566,22.698,0.097,r,GN4r
2017-10-28T06:49:48,58054.285,54.284,1.438,0.506,23.21,22.9320321,22.98,0.1254,r,GN4r
2017-10-28T06:50:54,58054.285,54.285,1.438,0.506,23.21,22.93667274,22.984,0.1202,r,GN4r
2017-10-28T06:51:59,58054.286,54.285,1.438,0.506,23.21,22.73711173,22.785,0.098,r,GN4r
2017-10-28T06:53:04,58054.287,54.286,1.438,0.506,23.21,22.72714442,22.775,0.0995,r,GN4r
2017-10-28T06:54:10,58054.288,54.287,1.438,0.506,23.21,22.66207895,22.71,0.0982,r,GN4r
2017-10-28T06:55:15,58054.288,54.288,1.438,0.506,23.21,22.90710599,22.955,0.117,r,GN4r
2017-10-28T06:56:18,58054.289,54.288,1.438,0.506,23.21,24.01,24.041,0.59,R,Wy1R
2017-10-28T06:56:21,58054.289,54.289,1.438,0.506,23.21,22.65623398,22.704,0.0949,r,GN4r
2017-10-28T06:57:26,58054.29,54.289,1.438,0.506,23.21,22.74185534,22.79,0.1008,r,GN4r
2017-10-28T06:58:32,58054.291,54.29,1.438,0.506,23.21,22.75667967,22.804,0.1021,r,GN4r
2017-10-28T06:59:36,58054.291,54.291,1.438,0.506,23.21,22.93719521,22.985,0.1202,r,GN4r
2017-10-28T07:00:41,58054.292,54.292,1.438,0.506,23.21,22.69880991,22.747,0.0992,r,GN4r
2017-10-28T07:01:47,58054.293,54.292,1.439,0.507,23.248,22.88262093,22.921,0.1186,r,GN4r
2017-10-28T07:02:54,58054.294,54.293,1.439,0.507,23.248,22.99253526,23.031,0.135,r,GN4r
2017-10-28T07:03:58,58054.294,54.294,1.439,0.507,23.248,22.98223992,23.021,0.1252,r,GN4r
2017-10-28T07:05:03,58054.295,54.295,1.439,0.507,23.248,23.12084352,23.159,0.1453,r,GN4r
2017-10-28T07:06:08,58054.296,54.295,1.439,0.507,23.248,22.99014276,23.029,0.129,r,GN4r
2017-10-28T07:07:14,58054.297,54.296,1.439,0.507,23.248,23.23374347,23.272,0.1647,r,GN4r
2017-10-28T07:08:18,58054.297,54.297,1.439,0.507,23.248,23.19283757,23.231,0.1515,r,GN4r
2017-10-28T07:09:23,58054.298,54.298,1.439,0.507,23.248,23.45363052,23.492,0.192,r,GN4r
2017-10-28T07:10:28,58054.299,54.298,1.439,0.507,23.248,23.5558192,23.594,0.2057,r,GN4r
2017-10-28T07:11:34,58054.3,54.299,1.439,0.507,23.248,23.72960901,23.768,0.2588,r,GN4r
2017-10-28T07:12:39,58054.3,54.3,1.439,0.507,23.248,23.40159242,23.44,0.2006,r,GN4r
2017-10-28T07:14:49,58054.302,54.301,1.439,0.507,23.248,23.48565348,23.524,0.2118,r,GN4r
2017-10-28T07:15:55,58054.303,54.302,1.439,0.507,23.248,23.90533346,23.944,0.3179,r,GN4r
2017-10-28T07:17:01,58054.303,54.303,1.439,0.507,23.248,23.4524076,23.491,0.1963,r,GN4r
2017-10-28T07:18:06,58054.304,54.304,1.439,0.507,23.248,23.90447971,23.943,0.3176,r,GN4r
2017-10-28T07:19:10,58054.305,54.304,1.439,0.507,23.248,24.15384773,24.192,0.3815,r,GN4r
2017-10-28T08:24:33,58054.35,54.35,1.44,0.508,23.285,22.79915739,22.829,0.1035,r,GN4r
2017-10-28T08:25:38,58054.351,54.35,1.44,0.508,23.285,22.65487071,22.684,0.093,r,GN4r
2017-10-28T08:26:44,58054.352,54.351,1.44,0.508,23.285,22.77238239,22.802,0.1034,r,GN4r
2017-10-28T08:27:49,58054.353,54.352,1.44,0.508,23.285,22.70309022,22.733,0.0949,r,GN4r
2017-10-28T08:28:53,58054.353,54.353,1.44,0.508,23.285,22.57069708,22.6,0.0802,r,GN4r
2017-10-28T08:29:58,58054.354,54.354,1.44,0.508,23.285,22.51689996,22.546,0.0822,r,GN4r
2017-10-28T08:31:04,58054.355,54.354,1.44,0.508,23.285,22.40610163,22.436,0.0693,r,GN4r
2017-10-28T08:32:08,58054.356,54.355,1.44,0.508,23.285,22.6571989,22.687,0.0911,r,GN4r
2017-10-28T08:33:14,58054.356,54.356,1.44,0.508,23.285,22.6709944,22.701,0.09,r,GN4r
2017-10-28T08:34:19,58054.357,54.357,1.44,0.508,23.285,22.66708602,22.697,0.0897,r,GN4r
2017-10-28T08:35:25,58054.358,54.357,1.44,0.508,23.285,22.8213759,22.851,0.1031,r,GN4r
2017-10-28T08:36:29,58054.359,54.358,1.44,0.508,23.285,22.6136625,22.643,0.0835,r,GN4r
2017-10-28T08:37:34,58054.359,54.359,1.44,0.508,23.285,22.7873472,22.817,0.1,r,GN4r
2017-10-28T08:38:39,58054.36,54.36,1.44,0.508,23.285,22.75362789,22.783,0.1018,r,GN4r
2017-10-28T08:39:45,58054.361,54.36,1.44,0.508,23.285,22.82460809,22.854,0.1011,r,GN4r
2017-10-28T08:40:49,58054.362,54.361,1.44,0.508,23.285,22.60318347,22.633,0.0827,r,GN4r
2017-10-28T08:41:54,58054.362,54.362,1.44,0.508,23.285,22.94465753,22.974,0.1182,r,GN4r
2017-10-28T08:42:59,58054.363,54.363,1.44,0.508,23.285,22.60872712,22.638,0.0836,r,GN4r
2017-10-28T08:44:05,58054.364,54.363,1.44,0.508,23.285,22.68899568,22.719,0.0961,r,GN4r
2017-10-28T08:45:10,58054.365,54.364,1.44,0.508,23.285,22.8301592,22.86,0.1066,r,GN4r
2017-10-28T08:46:14,58054.365,54.365,1.44,0.508,23.285,22.63182205,22.661,0.087,r,GN4r
2017-10-28T08:47:19,58054.366,54.366,1.44,0.508,23.285,22.65178018,22.681,0.0886,r,GN4r
2017-10-28T08:48:25,58054.367,54.366,1.44,0.508,23.285,22.66963714,22.699,0.0923,r,GN4r
2017-10-28T08:49:30,58054.368,54.367,1.44,0.508,23.285,22.58668941,22.616,0.0877,r,GN4r
2017-10-28T08:50:34,58054.368,54.368,1.44,0.508,23.285,22.63774028,22.667,0.0877,r,GN4r
2017-10-28T08:51:39,58054.369,54.369,1.44,0.508,23.285,22.6011869,22.631,0.0847,r,GN4r
2017-10-28T08:52:45,58054.37,54.369,1.44,0.508,23.285,22.65573237,22.685,0.089,r,GN4r
2017-10-28T08:53:50,58054.371,54.37,1.44,0.508,23.285,22.59937293,22.629,0.0867,r,GN4r
2017-10-28T08:55:59,58054.372,54.372,1.44,0.508,23.285,22.59084639,22.62,0.086,r,GN4r
2017-10-28T08:57:05,58054.373,54.372,1.44,0.508,23.285,22.37237971,22.402,0.0724,r,GN4r
2017-10-28T08:58:10,58054.374,54.373,1.44,0.508,23.285,22.55770801,22.587,0.0796,r,GN4r
2017-10-28T08:59:14,58054.374,54.374,1.44,0.508,23.285,22.36703462,22.397,0.0721,r,GN4r
2017-10-28T09:00:19,58054.375,54.375,1.44,0.508,23.285,22.32515712,22.355,0.0694,r,GN4r
2017-10-28T09:01:25,58054.376,54.375,1.441,0.51,23.321,22.34067785,22.361,0.0672,r,GN4r
2017-10-28T09:02:30,58054.377,54.376,1.441,0.51,23.321,22.39289382,22.413,0.0694,r,GN4r
2017-10-28T09:03:34,58054.377,54.377,1.441,0.51,23.321,22.33340825,22.354,0.0684,r,GN4r
2017-10-28T09:04:39,58054.378,54.378,1.441,0.51,23.321,22.20551773,22.226,0.061,r,GN4r
2017-10-28T09:05:45,58054.379,54.378,1.441,0.51,23.321,22.23182554,22.252,0.061,r,GN4r
2017-10-28T09:06:50,58054.38,54.379,1.441,0.51,23.321,22.30502877,22.326,0.0645,r,GN4r
2017-10-28T09:07:54,58054.38,54.38,1.441,0.51,23.321,22.18292963,22.203,0.0584,r,GN4r
2017-10-28T09:08:59,58054.381,54.381,1.441,0.51,23.321,22.2179263,22.238,0.0606,r,GN4r
2017-10-28T09:10:05,58054.382,54.381,1.441,0.51,23.321,22.20132144,22.222,0.0623,r,GN4r
2017-10-28T09:11:10,58054.383,54.382,1.441,0.51,23.321,22.1540112,22.175,0.0611,r,GN4r
2017-10-28T09:12:14,58054.384,54.383,1.441,0.51,23.321,22.01499895,22.035,0.0516,r,GN4r
2017-10-28T09:13:19,58054.384,54.384,1.441,0.51,23.321,22.08378169,22.104,0.0536,r,GN4r
2017-10-28T09:14:26,58054.385,54.384,1.441,0.51,23.321,22.11126073,22.132,0.0562,r,GN4r
2017-10-28T09:15:30,58054.386,54.385,1.441,0.51,23.321,22.02293697,22.043,0.0544,r,GN4r
2017-10-28T09:16:35,58054.387,54.386,1.441,0.51,23.321,22.08731031,22.108,0.055,r,GN4r
2017-10-28T09:17:40,58054.387,54.387,1.441,0.51,23.321,22.06987933,22.09,0.0542,r,GN4r
2017-10-28T09:18:46,58054.388,54.387,1.441,0.51,23.321,21.95714779,21.978,0.0491,r,GN4r
2017-10-28T09:19:51,58054.389,54.388,1.441,0.51,23.321,21.98531008,22.006,0.0503,r,GN4r
2017-10-28T09:20:55,58054.39,54.389,1.441,0.51,23.321,22.01086882,22.031,0.0527,r,GN4r
2017-10-28T09:22:00,58054.39,54.39,1.441,0.51,23.321,21.94762435,21.968,0.0498,r,GN4r
2017-10-28T09:23:06,58054.391,54.39,1.441,0.51,23.321,21.97847771,21.999,0.0524,r,GN4r
2017-10-28T09:25:15,58054.393,54.392,1.441,0.51,23.321,21.96246968,21.983,0.0516,r,GN4r
2017-10-28T09:26:20,58054.393,54.393,1.441,0.51,23.321,21.89060973,21.911,0.0453,r,GN4r
2017-10-28T09:27:26,58054.394,54.393,1.441,0.51,23.321,21.9729483,21.993,0.0487,r,GN4r
2017-10-28T09:28:31,58054.395,54.394,1.441,0.51,23.321,21.90858093,21.929,0.0482,r,GN4r
2017-10-28T09:29:35,58054.396,54.395,1.441,0.51,23.321,21.84770988,21.868,0.0446,r,GN4r
2017-10-28T09:35:47,58054.4,54.399,1.441,0.51,23.321,21.83438908,21.855,0.0422,r,GN4r
2017-10-28T09:36:51,58054.401,54.4,1.441,0.51,23.321,21.75499503,21.775,0.039,r,GN4r
2017-10-28T09:37:56,58054.401,54.401,1.441,0.51,23.321,21.91769253,21.938,0.0465,r,GN4r
2017-10-28T09:39:02,58054.402,54.401,1.441,0.51,23.321,21.81908404,21.84,0.0436,r,GN4r
2017-10-28T09:40:07,58054.403,54.402,1.441,0.51,23.321,21.75897346,21.779,0.0423,r,GN4r
2017-10-28T09:41:11,58054.404,54.403,1.441,0.51,23.321,21.78386361,21.804,0.0404,r,GN4r
2017-10-28T09:42:17,58054.404,54.404,1.441,0.51,23.321,21.88723868,21.908,0.0459,r,GN4r
2017-10-28T09:43:23,58054.405,54.404,1.441,0.51,23.321,21.71831198,21.739,0.0399,r,GN4r
2017-10-28T09:44:28,58054.406,54.405,1.441,0.51,23.321,21.79748383,21.818,0.0429,r,GN4r
2017-10-28T09:45:32,58054.407,54.406,1.441,0.51,23.321,21.8372559,21.858,0.0434,r,GN4r
2017-10-28T09:52:55,58054.412,54.411,1.441,0.51,23.321,21.80766876,21.828,0.0424,r,GN4r
2017-10-28T09:54:01,58054.413,54.412,1.441,0.51,23.321,21.7571975,21.778,0.0406,r,GN4r
2017-10-28T10:02:22,58054.418,54.418,1.442,0.511,23.357,21.76647892,21.778,0.0401,r,GN4r
2017-10-28T10:03:28,58054.419,54.418,1.442,0.511,23.357,21.75325928,21.765,0.0405,r,GN4r
2017-10-28T10:04:33,58054.42,54.419,1.442,0.511,23.357,21.71113791,21.723,0.0373,r,GN4r
2017-10-28T10:05:38,58054.421,54.42,1.442,0.511,23.357,21.80781724,21.819,0.0396,r,GN4r
2017-10-28T10:06:43,58054.421,54.421,1.442,0.511,23.357,21.83858293,21.85,0.0427,r,GN4r
2017-10-28T10:07:49,58054.422,54.421,1.442,0.511,23.357,21.79683921,21.808,0.0402,r,GN4r
2017-10-28T10:08:54,58054.423,54.422,1.442,0.511,23.357,21.81229663,21.824,0.0398,r,GN4r
2017-10-28T10:09:58,58054.424,54.423,1.442,0.511,23.357,21.72885377,21.74,0.0379,r,GN4r
2017-10-28T10:11:03,58054.424,54.424,1.442,0.511,23.357,21.80909921,21.821,0.0397,r,GN4r
2017-10-28T10:12:09,58054.425,54.424,1.442,0.511,23.357,21.74793403,21.759,0.0386,r,GN4r
2017-10-28T10:13:14,58054.426,54.425,1.442,0.511,23.357,21.79566722,21.807,0.0393,r,GN4r
2017-10-28T10:14:20,58054.427,54.426,1.442,0.511,23.357,21.75219171,21.764,0.0388,r,GN4r
2017-10-28T10:15:26,58054.427,54.427,1.442,0.511,23.357,21.78540523,21.797,0.0399,r,GN4r
2017-10-28T10:16:33,58054.428,54.428,1.442,0.511,23.357,21.83690192,21.848,0.0392,r,GN4r
2017-10-28T10:17:39,58054.429,54.428,1.442,0.511,23.357,21.88690091,21.898,0.0426,r,GN4r
2017-10-28T10:19:48,58054.43,54.43,1.442,0.511,23.357,21.90800246,21.919,0.0425,r,GN4r
2017-10-28T10:20:54,58054.431,54.431,1.442,0.511,23.357,21.87378695,21.885,0.0411,r,GN4r
2017-10-28T10:22:00,58054.432,54.431,1.442,0.511,23.357,21.95455928,21.966,0.0453,r,GN4r
2017-10-28T10:23:06,58054.433,54.432,1.442,0.511,23.357,21.90153117,21.913,0.0421,r,GN4r
2017-10-28T10:24:11,58054.433,54.433,1.442,0.511,23.357,21.95049821,21.962,0.044,r,GN4r
2017-10-28T10:25:17,58054.434,54.434,1.442,0.511,23.357,22.00344667,22.015,0.045,r,GN4r
2017-10-28T10:26:22,58054.435,54.434,1.442,0.511,23.357,22.02989774,22.041,0.0485,r,GN4r
2017-10-28T10:27:26,58054.436,54.435,1.442,0.511,23.357,22.06295158,22.074,0.0462,r,GN4r
2017-10-28T10:28:31,58054.436,54.436,1.442,0.511,23.357,22.11538844,22.127,0.0497,r,GN4r
2017-10-28T10:29:37,58054.437,54.437,1.442,0.511,23.357,22.11151388,22.123,0.0482,r,GN4r
2017-10-28T10:30:42,58054.438,54.437,1.442,0.511,23.357,22.18883468,22.2,0.053,r,GN4r
2017-10-28T10:31:47,58054.439,54.438,1.442,0.511,23.357,22.14985695,22.161,0.0485,r,GN4r
2017-10-28T10:32:54,58054.44,54.439,1.442,0.511,23.357,22.23364425,22.245,0.0553,r,GN4r
2017-10-28T10:34:00,58054.44,54.44,1.442,0.511,23.357,22.20453321,22.216,0.0495,r,GN4r
2017-10-28T10:35:06,58054.441,54.44,1.442,0.511,23.357,22.24321338,22.255,0.0543,r,GN4r
2017-10-28T10:36:11,58054.442,54.441,1.442,0.511,23.357,22.15180496,22.163,0.0504,r,GN4r
2017-10-28T10:37:15,58054.443,54.442,1.442,0.511,23.357,22.44487664,22.456,0.0654,r,GN4r
2017-10-28T10:38:22,58054.443,54.443,1.442,0.511,23.357,22.3207287,22.332,0.0566,r,GN4r
2017-10-28T10:39:27,58054.444,54.443,1.442,0.511,23.357,22.36748628,22.379,0.0624,r,GN4r
2017-10-28T10:40:32,58054.445,54.444,1.442,0.511,23.357,22.4421316,22.454,0.0649,r,GN4r
2017-10-28T10:41:37,58054.446,54.445,1.442,0.511,23.357,22.34386923,22.355,0.0595,r,GN4r
2017-10-28T10:42:44,58054.446,54.446,1.442,0.511,23.357,22.41918479,22.431,0.0636,r,GN4r
2017-10-28T10:43:50,58054.447,54.446,1.442,0.511,23.357,22.57099448,22.582,0.075,r,GN4r
2017-10-28T10:44:57,58054.448,54.447,1.442,0.511,23.357,22.52419214,22.536,0.07,r,GN4r
2017-10-28T10:46:02,58054.449,54.448,1.442,0.511,23.357,22.5959922,22.607,0.0789,r,GN4r
2017-10-28T10:47:08,58054.449,54.449,1.442,0.511,23.357,22.57687059,22.588,0.0734,r,GN4r
