,Time,Magnitude,msig
0,51.044,-0.3376064848342097,1.0
1,51.048,-0.30933348111918385,1.0
2,51.048,-0.23134768498749397,1.0
3,51.052,-0.31880892127640914,1.0
4,51.056,-0.19346849046130024,1.0
5,51.06,-0.1842771177146646,1.0
6,51.06,-0.0872096906145845,1.0
7,51.064,-0.19043401335564816,1.0
8,51.064,-0.021188243027301587,1.0
9,51.068,-0.077538124476449,1.0
10,51.068,0.019529302623632547,1.0
11,51.072,-0.05548739172937433,1.0
12,51.072,0.0851359321463847,1.0
13,51.076,0.016341508761331953,1.0
14,51.076,0.11963120682936618,1.0
15,51.076,0.3357514184496319,1.0
16,51.084,0.3856603368472032,1.0
17,51.088,0.5392083960503674,1.0
18,51.096,0.5297983312201127,1.0
19,51.096,0.7550445402600435,1.0
20,51.1,0.4547816368671043,1.0
21,51.1,0.6771241194553242,1.0
22,51.104,0.3171274147700297,1.0
23,51.104,0.48637318509837485,1.0
24,51.104,0.6518855928459489,1.0
25,51.108,0.3549412339692514,1.0
26,51.108,0.5270907307493105,1.0
27,51.108,0.6614917836571138,1.0
28,51.112,0.3861179641359927,1.0
29,51.112,0.527156106076281,1.0
30,51.112,0.6897647873721426,1.0
31,51.116,0.32354581171889407,1.0
32,51.116,0.4488208672070324,1.0
33,51.116,0.5960812801152748,1.0
34,51.12,0.3111666451099549,1.0
35,51.978,-0.13069540017374262,1.0
36,51.978,0.029424372734937386,1.0
37,51.985,-0.19695188367638655,1.0
38,51.985,-0.07416573657542985,1.0
39,51.992,-0.2532527336303038,1.0
40,51.992,-0.16821503040160124,1.0
41,51.998,-0.30832547322237513,1.0
42,51.999,-0.42279891520098345,1.0
43,51.999,-0.21870842745209518,1.0
44,52.002,-0.2605560204744239,1.0
45,52.006,-0.432225323862983,1.0
46,52.006,-0.3003131793423598,1.0
47,52.007,-0.3874086290619713,1.0
48,52.013,-0.4383331880087394,1.0
49,52.013,-0.3503917583283229,1.0
50,52.02,-0.4573004121549334,1.0
51,52.027,-0.45386746081649243,1.0
52,52.034,-0.45375305399429616,1.0
53,52.034,-0.3467299933454895,1.0
54,52.036,-0.43132019084617745,1.0
55,52.036,-0.33300830955250654,1.0
56,52.043,-0.3818424343448789,1.0
57,52.05,-0.4539063707509462,1.0
58,52.05,-0.3568389436508661,1.0
59,52.05,-0.29046805332602443,1.0
60,52.057,-0.23725693424395336,1.0
61,52.057,-0.13645614456309935,1.0
62,52.064,-0.26825388226152486,1.0
63,52.064,-0.13343801128919064,1.0
64,52.064,-0.07992648096478656,1.0
65,52.071,-0.19927967672730526,1.0
66,52.071,-0.12668651543450948,1.0
67,52.071,-0.07981207414259028,1.0
68,52.078,-0.1929429989371534,1.0
69,52.078,-0.11744611119264665,1.0
70,52.078,-0.06393458086824257,1.0
71,52.085,-0.24302157792311802,1.0
72,52.085,-0.1642061456623681,1.0
73,52.092,-0.18317336980856205,1.0
74,52.092,-0.05748349625589295,1.0
75,52.099,-0.10424353072561586,1.0
76,52.099,-0.04782827394950083,1.0
77,52.134,0.0941967201663055,1.0
78,52.134,0.20744205178306632,1.0
79,52.141,0.05656268311624914,1.0
80,52.141,0.15072638376461828,1.0
81,52.141,0.23908263150956258,1.0
82,52.141,0.31126097473782904,1.0
83,52.148,0.15415933510305774,1.0
84,52.148,0.21721168091165766,1.0
85,52.155,0.24221517160567047,1.0
86,52.155,0.5064542787114462,1.0
87,52.162,0.6447031010222198,1.0
88,52.169,0.11343556718115366,1.0
89,52.169,0.5066830923558403,1.0
90,52.176,0.1359501494879848,1.0
91,52.176,0.2616400230406539,1.0
92,52.183,0.019500680177180013,1.0
93,52.183,0.11076065437383673,1.0
94,52.183,0.16717591114995323,1.0
95,53.077,0.4613746722211371,1.0
96,53.08,0.5165945062988885,1.0
97,53.094,0.5201418644595242,1.0
98,53.094,0.6520540089801474,1.0
99,53.101,0.5140340003137678,1.0
100,53.108,0.2407833026105247,1.0
101,53.108,0.4544146058436088,1.0
102,53.115,0.23135689394852657,1.0
103,53.115,0.3632690384691498,1.0
104,53.122,-0.05765689020686651,1.0
105,53.129,-0.1736915414531435,1.0
106,53.129,-0.004030953060267632,1.0
107,53.136,-0.22708866495534838,1.0
108,53.143,-0.21743344264895478,1.0
109,53.15,-0.17957059195450442,1.0
110,53.157,-0.2516345283605717,1.0
111,53.178,-0.26705439434612993,1.0
112,53.185,-0.0786125862271939,1.0
113,53.185,0.05329955829342934,1.0
114,53.192,-0.10670580779305441,1.0
115,53.199,-0.07216150161484576,1.0
116,53.206,0.08516895166432106,1.0
117,53.22,0.47491192790263065,1.0
118,53.221,0.7702787336799175,1.0
119,53.227,0.5820493953736351,1.0
120,53.234,0.6667866873600047,1.0
121,53.234,0.8899588060772846,1.0
122,53.241,0.24295703223227588,1.0
123,53.241,0.4910182348213709,1.0
124,53.241,1.0,1.0
125,53.242,0.8087852160832941,1.0
126,53.248,0.39074667002724683,1.0
127,53.248,0.5475478984196852,1.0
128,53.248,0.7238455758450445,1.0
129,53.255,0.3186827336211796,1.0
130,53.255,0.44727633362555963,1.0
131,53.262,0.1864701778582233,1.0
132,53.269,0.23387384403686953,1.0
133,53.276,0.00459386117383319,1.0
134,53.283,-0.09567770362029086,1.0
135,53.29,-0.2150308993828081,1.0
136,53.297,-0.2053756770764145,1.0
137,53.304,-0.22102435670636822,1.0
138,53.311,-0.2681992092406204,1.0
139,53.325,-0.15472506397946412,1.0
140,53.332,-0.10441767134910547,1.0
141,53.339,-0.05411027871874683,1.0
142,53.346,-0.04777360092859495,1.0
143,53.353,0.027837693638109524,1.0
144,53.36,0.15696051852921808,1.0
145,53.367,0.2985278853562349,1.0
146,53.367,0.4146769434247067,1.0
147,53.374,0.48365114895892625,1.0
148,53.381,0.634759331270139,1.0
149,53.381,0.867057447407084,1.0
150,53.388,0.38349399098699993,1.0
151,53.388,0.8140751419694099,1.0
152,53.395,0.33963768296898944,1.0
153,53.416,0.2740248311752703,1.0
154,53.43,-0.0650675319660874,1.0
155,53.437,-0.09938302449990057,1.0
156,53.456,-0.33634842460810394,1.0
157,53.315,-0.17065158874903902,1.0
158,53.32,-0.14858451217022245,1.0
159,53.4,0.393230932452106,1.0
160,53.405,0.15147371998967613,1.0
161,53.405,0.3364825767701727,1.0
162,53.41,0.1577777101163427,1.0
163,53.41,0.30835666754082686,1.0
164,53.415,0.13877779830666348,1.0
165,53.42,0.004043646493041748,1.0
166,53.425,-0.06514925112479986,1.0
167,53.43,-0.2065204919709065,1.0
168,53.435,-0.15002351603607753,1.0
169,53.44,-0.18437169623337743,1.0
170,53.445,-0.2755499512713217,1.0
171,53.45,-0.32856494437248257,1.0
172,53.455,-0.3724539400539783,1.0
173,53.465,-0.39427585915665603,1.0
174,53.47,-0.37220878257784096,1.0
175,53.475,-0.2841856337387135,1.0
176,53.48,-0.3123115429680578,1.0
177,53.485,-0.2935630109054844,1.0
178,53.49,-0.26195511884247197,1.0
179,53.495,-0.2432065867798971,1.0
180,53.5,-0.20205787923268884,1.0
181,53.505,-0.14224235878161962,1.0
182,53.51,-0.06707856994292971,1.0
183,53.51,0.05570757715802697,1.0
184,53.515,0.027581667928681178,1.0
185,53.515,0.16571608341725855,1.0
186,53.52,0.11850854321952106,1.0
187,53.52,0.357443748388951,1.0
188,53.525,0.2758063088352026,1.0
189,53.525,0.4674522546481826,1.0
190,53.53,0.28833256992982187,1.0
191,53.53,0.5239492305830101,1.0
192,53.535,0.5555571226460225,1.0
193,54.095,-0.21058529418523744,1.0
194,54.099,-0.12921557821033827,1.0
195,54.102,-0.17313726155531783,1.0
196,54.105,-0.05984289844332835,1.0
197,54.11,-0.03445727734827005,1.0
198,54.115,0.1070774018152615,1.0
199,54.12,0.04742531968161574,1.0
200,54.12,0.3017087932386649,1.0
201,54.145,0.38383654774468956,1.0
202,54.19,0.08631783177584432,1.0
203,54.201,0.14540177908830784,1.0
204,54.205,-0.10840150107724,1.0
205,54.212,-0.002508487799826387,1.0
206,54.215,-0.2559132937325883,1.0
207,54.22,-0.22140167521786344,1.0
208,54.25,-0.29308970349385516,1.0
209,54.255,-0.2175110965906345,1.0
210,54.26,-0.23609619033578444,1.0
211,54.265,-0.22688847375740542,1.0
212,54.27,-0.211043668146543,1.0
213,54.27,-0.05714616620581709,1.0
214,54.275,-0.14500587672751963,1.0
215,54.275,-0.028856818659046376,1.0
216,54.277,0.06409511545921574,1.0
217,54.28,-0.03790109692000047,1.0
218,54.285,0.028136694499022875,1.0
219,54.29,0.03112214010944776,1.0
220,54.29,0.5309779078684118,1.0
221,54.295,0.05982630572074777,1.0
222,54.295,0.2419314360495319,1.0
223,54.295,0.37052503605391346,1.0
224,54.296,0.14612480697478455,1.0
225,54.3,0.2639985126283485,1.0
226,54.3,0.40545147263316755,1.0
227,54.302,0.46895132416978064,1.0
228,54.305,0.36778474791962595,1.0
229,54.305,0.5498898782484101,1.0
230,54.35,-0.024312486762117728,1.0
231,54.355,-0.09640911083167028,1.0
232,54.36,0.07001465220367634,1.0
233,54.362,-0.02287190658761817,1.0
234,54.365,0.06719264491067638,1.0
235,54.37,-0.06463778045123293,1.0
236,54.375,-0.10852677613272871,1.0
237,54.38,-0.196801304718962,1.0
238,54.385,-0.24359402685216874,1.0
239,54.39,-0.28748302253366304,1.0
240,54.395,-0.3313720182151588,1.0
241,54.4,-0.3375125700244005,1.0
242,54.405,-0.3942609257063338,1.0
243,54.41,-0.39417920654762134,1.0
244,54.425,-0.42214167745954073,1.0
245,54.43,-0.3938523299127715,1.0
246,54.435,-0.3278145384937467,1.0
247,54.44,-0.2584582025584816,1.0
248,54.445,-0.1891018666232151,1.0
249,54.445,-0.063411993070546,1.0
250,54.45,-0.03221891907206433,1.0
251,54.455,0.04045596137944392,1.0
252,54.455,0.20057573428812395,1.0
253,54.46,0.08450839537836315,1.0
254,54.46,0.24462816828704317,1.0
255,54.465,0.21318371454145565,1.0
256,54.465,0.3766220319663789,1.0
257,54.47,0.2414730620882264,1.0
258,54.47,0.4331190079012064,1.0
259,54.475,0.26685868318328465,1.0
260,54.475,0.5526683296446337,1.0
261,54.478,0.4597981146850827,1.0
262,54.48,0.37354864492627304,1.0
263,54.48,0.565194590739253,1.0
264,54.48,0.7381737236483706,1.0
265,54.485,0.30145202085672196,1.0
266,54.485,0.4964165111859437,1.0
267,54.485,0.684743912482682,1.0
268,54.49,0.14431769355846538,1.0
269,54.49,0.4964982303446561,1.0
270,54.495,0.012487268196554595,1.0
271,54.495,0.22321484497792776,1.0
272,54.495,0.4617352320828269,1.0
273,54.5,0.0034429899356019757,1.0
274,54.505,0.050399150386233625,1.0
275,54.505,0.17940756845514444,1.0
276,54.51,-0.012156658199123083,1.0
277,54.515,-0.03737884097675646,1.0
278,54.52,-0.08417156310996318,1.0
279,55.232,0.08426647348312859,1.0
280,55.256,-0.06301650552782423,1.0
281,55.264,-0.21346471229836875,1.0
282,55.264,-0.07533029680979138,1.0
283,55.272,-0.27638630745302906,1.0
284,55.288,-0.3229992474370675,1.0
285,55.288,-0.19108710291644423,1.0
286,55.296,-0.3199647703314154,1.0
287,55.304,-0.42021999129379906,1.0
288,55.308,-0.29778328693040107,1.0
289,55.312,-0.39810388321975526,1.0
290,55.312,-0.22553956837516698,1.0
291,55.32,-0.551870634506543,1.0
292,55.32,-0.33533560482174646,1.0
293,55.32,-0.1121634861044665,1.0
294,55.328,-0.17467026319459455,1.0
295,55.336,-0.10858344028034402,1.0
296,55.344,0.08941552715452976,1.0
297,55.352,0.22145842232909263,1.0
298,55.824,-0.2105344374905271,1.0
299,55.838,-0.2231649838465692,1.0
300,55.845,-0.06251598605116213,1.0
301,55.859,0.05676561211341756,1.0
302,55.873,0.17355830189081559,1.0
303,55.971,-0.3591256697133954,1.0
304,56.09,-0.2787801395398205,1.0
305,56.097,-0.35084407594588773,1.0
306,56.174,-0.019805239600158182,1.0
307,56.181,0.14084375819525036,1.0
308,56.188,0.08122436372508987,1.0
309,56.195,0.15351711377555116,1.0
310,56.202,0.17893542253409472,1.0
311,56.209,0.21679827322854658,1.0
312,56.209,0.33916960226497395,1.0
313,56.216,0.39901781037952844,1.0
314,56.223,0.44310293204193446,1.0
315,56.223,0.6252080623707186,1.0
316,56.23,0.5216179530603499,1.0
317,56.23,0.6315447401608675,1.0
318,56.237,0.3520717714896703,1.0
319,56.237,0.5690216192389961,1.0
320,56.241,0.4558416629492058,1.0
321,56.246,0.3244260556518258,1.0
322,56.249,0.220770571014488,1.0
323,56.251,0.26767769996989244,1.0
324,56.258,-0.03378062612140744,1.0
325,56.258,0.2520290203399417,1.0
326,56.265,0.025652763928614805,1.0
327,56.268,0.07879850768371678,1.0
328,56.272,0.03240425978329745,1.0
329,56.273,-0.03063174219355911,1.0
330,56.279,-0.1371419217873807,1.0
331,56.279,0.08271165241365609,1.0
332,56.286,0.08572978568756626,1.0
333,56.288,-0.11791319633330596,1.0
334,56.29,-0.06851715899072132,1.0
335,78.025,0.24025640070495818,1.0
336,78.037,0.021428588613891665,1.0
337,78.054,0.10923304536939857,1.0
338,78.076,0.04405135547195211,1.0
339,78.133,-0.22838215064416786,1.0
340,78.139,-0.2009060953947153,1.0
341,78.145,-0.1792374930486861,1.0
342,78.146,-0.22816968083151576,1.0
343,78.152,-0.22267898300216585,1.0
344,78.16,-0.1570069781524446,1.0
345,78.207,-0.09609019870365965,1.0
346,78.215,-0.13951534482539746,1.0
347,78.226,-0.17210618977412143,1.0
348,79.217,0.30287932685315766,1.0
349,79.239,0.27544608082796385,1.0
350,79.262,0.16091738508315992,1.0
351,79.288,0.22107612600082088,1.0
352,79.31,0.23802841288036752,1.0
353,79.524,0.05900604447994512,1.0
354,79.536,-0.061509886317450475,1.0
355,79.543,-0.11075882917435358,1.0
356,79.55,-0.1542003191278333,1.0
357,80.262,0.1619129484380317,1.0
358,80.266,0.13460033150600406,1.0
359,80.272,0.2657809028880231,1.0
360,80.277,0.2169140904321625,1.0
361,80.281,0.12945285414324884,1.0
362,80.286,0.15110511265753465,1.0
363,80.367,0.3332896391638707,1.0
